# Depth-area regression over ND dprst sample (issue #173 Task 7). Project=ND_3DEPProcessing_D22. n_sampled=731, n_usable=731 (626 non-flat / 105 flat). mean_depth_m = volume_mean_depth(depth_to_spill(dem)) over the polygon interior (_interior_mask). flat = is_hydroflattened verdict (cached from --flatness when available, else computed fresh) -- flat polygons are EXCLUDED from all fits (their measured depth is ~freeboard, not real bed depth; see Task 5). PLAYA-ANCHORED large-area extrapolation is DEFERRED (only 1 Playa polygon in the ND study area) -- see the run log for the full extrapolation-risk caveat.
14157642,LakePond,35072.3506693366,0.1713017881488408,False,35024,1m
14172079,LakePond,22044.91526548884,3.4164501851094755,False,22014,1m
14414181,LakePond,9242.874923391848,0.0013128668053714427,False,9241,1m
14289595,LakePond,13507.967417371568,0.89231417158434,False,13493,1m
11496402,LakePond,24488.41664643006,0.6891560890689501,False,24467,1m
14825823,LakePond,30967.63628687361,0.7523621610162681,False,31104,1m
21536132,LakePond,131090.91218604514,0.5807997177637959,False,130963,1m
12568250,LakePond,45095.98753622181,0.004167312972670495,False,44697,1m
14297761,LakePond,33374.11741736723,0.0908176916614816,False,33349,1m
14298095,LakePond,3379.9731906011048,0.13056165686150864,False,3376,1m
14275786,LakePond,86040.25901681832,0.0,True,85973,1m
21540984,LakePond,18323.947327214057,0.4377116827769964,False,18308,1m
12572832,LakePond,31832.606747975624,0.21448614680593545,False,31809,1m
14289657,LakePond,17412.704997355282,0.0024951570239656177,False,17160,1m
14825811,LakePond,11152.7742176899,0.32213430776557594,False,11155,1m
14293465,LakePond,48859.76239511329,0.0,True,48791,1m
14685204,LakePond,36855.9398782183,1.3243018075356416,False,36825,1m
14169159,LakePond,62384.00460593383,1.5312708256387197,False,62273,1m
14297243,LakePond,19128.082387803057,0.0,False,18909,1m
14297969,LakePond,17868.094515644323,0.29036077935777543,False,17671,1m
11495492,LakePond,27827.741195339448,0.5153173789492376,False,27806,1m
21541530,LakePond,180728.60107915712,0.4323116729763712,False,180542,1m
14426684,LakePond,102500.70253076126,1.286800242502903,False,102473,1m
14289029,LakePond,12228.287348311545,0.06546047001369266,False,12210,1m
11468380,LakePond,19744.030710398525,0.0,True,19708,1m
14679424,LakePond,70946.43753137399,0.3808330670398449,False,70900,1m
11495190,LakePond,197161.0310839683,0.0,True,196961,1m
14517849,LakePond,37662.37849268046,0.6610107194815721,True,37633,1m
14413601,LakePond,58603.52816381854,0.006598253725910545,False,57747,1m
14300259,LakePond,70001.32640493885,0.0,False,70628,1m
12572518,LakePond,39743.683452277815,0.9068301575683163,False,39705,1m
14299093,LakePond,20351.20882524278,1.1109923926271021,True,20338,1m
11462098,LakePond,22280.793682025862,0.04154348060465926,False,22246,1m
14432957,LakePond,18074.24595892367,0.08537628871440335,False,18067,1m
167245737,LakePond,124601.93646087819,0.22384982551742416,False,124511,1m
14275928,LakePond,241592.97999206232,1.069272042063821,False,241300,1m
14413781,LakePond,12961.521777577087,0.0024392286090399113,False,12963,1m
21536126,LakePond,28741.2783768319,0.6625970100604235,False,28714,1m
14413425,LakePond,17638.682021891524,0.018061099522611306,False,17626,1m
14826561,LakePond,15912.594683344387,0.26463664863402225,False,15822,1m
14253269,LakePond,253631.29747029865,1.3892865557933594,False,254645,1m
14680716,LakePond,22823.758257731348,0.10871208934514541,False,22798,1m
14413597,LakePond,13962.149999398536,0.45939927941005304,False,13961,1m
11455288,LakePond,126207.41128827604,0.0,True,126107,1m
14182028,LakePond,62367.28082177702,0.6953612889308075,False,62290,1m
21535930,LakePond,70756.76599471182,0.7887227828427144,False,70693,1m
14413855,LakePond,15427.942807167154,0.014209174256800225,False,15204,1m
11436887,LakePond,35682.80472483395,0.25163555661515163,False,35653,1m
14826639,LakePond,34609.04025649607,0.1656762027536431,False,34586,1m
14275566,LakePond,11388.287460209543,0.0,True,11376,1m
14280008,LakePond,3908.175578312861,0.2646114351318484,False,3906,1m
14297989,LakePond,20177.561682543164,0.2797553992298593,False,20183,1m
14681098,LakePond,10560.13651111878,0.5453105381763479,False,10553,1m
14432627,LakePond,14151.80058830707,0.45714595295936394,False,14150,1m
14048885,LakePond,24716.60492747091,0.9071016774772426,False,24937,1m
11494956,LakePond,29878.277515645103,0.0,True,29850,1m
14291071,LakePond,13713.56498400718,0.0001477417802841987,False,13703,1m
11497526,LakePond,54849.305674537645,0.0,False,54797,1m
14414127,LakePond,14853.34621019246,0.0007462072128424686,False,15047,1m
14269432,LakePond,18947.793103556927,0.0,True,18943,1m
14826245,LakePond,6671.889218754739,0.0,True,6679,1m
11504076,LakePond,51528.96196634266,0.4469909697606098,True,51485,1m
11455956,LakePond,84859.71224896838,0.5623278653235985,False,84781,1m
14174629,LakePond,36030.55231645684,0.5036033214681305,False,35661,1m
14174469,LakePond,29664.945665252195,0.02039609794665596,False,29646,1m
14413465,LakePond,21209.484210690403,0.0009866736070165093,False,21200,1m
11467716,LakePond,27539.200126172014,0.3279351296000291,False,27527,1m
14277902,LakePond,33898.1150537714,0.7053955792007561,False,33857,1m
14157714,LakePond,226757.64772395854,0.06344203835774655,False,229657,1m
7076614,LakePond,11198.49611102808,0.022424690724696203,False,11202,1m
11456928,LakePond,22395.38742845452,2.5461983982089416e-06,False,22389,1m
11494826,LakePond,117727.65733939652,0.7727531182777415,False,117613,1m
14286389,LakePond,21631.682360005056,0.028696076766304344,False,21620,1m
167245750,LakePond,364264.09475584613,0.0,False,364936,1m
6675278,LakePond,20093.181606270016,0.16170834759208563,False,20090,1m
14425376,LakePond,15291.543351649725,0.005511396354055938,False,15287,1m
11500654,LakePond,24321.55806213911,0.3460083208388104,True,24344,1m
14290579,LakePond,8329.49594880351,0.0036650812477016545,False,8328,1m
14684326,LakePond,37063.425268640276,2.2660319427942643,False,37033,1m
14433407,LakePond,10043.335218187061,0.19413202514405367,False,10044,1m
14827273,LakePond,10229.342310600621,0.10450871026894866,False,10225,1m
14294897,LakePond,2353.329950451951,0.14766953259769772,False,2355,1m
14296935,LakePond,41959.681832528506,0.2634117595115175,False,41936,1m
14267234,LakePond,18027.30543132268,0.0,True,18014,1m
14414449,LakePond,19589.31271901202,0.6635201981609945,False,19569,1m
11460516,LakePond,12703.184584322606,0.1316676041061619,False,12697,1m
14291607,LakePond,13169.871258194526,0.8179026232547992,False,13179,1m
11436935,LakePond,49254.90470637477,0.3332847611646146,False,49218,1m
14425292,LakePond,13198.971095428067,0.01844793688989209,False,13026,1m
14174489,LakePond,101265.90242636856,0.06027624676029787,False,101186,1m
14274010,LakePond,35082.817687718845,0.39978629734280907,False,35037,1m
11459826,LakePond,60609.52358905201,0.11848718612230238,False,60563,1m
14291411,LakePond,14917.90116041278,0.2059162106360716,False,14903,1m
14825481,LakePond,8941.541307478186,0.13709592909918036,False,8937,1m
14174325,LakePond,29638.68786351268,0.09207930958193389,False,29327,1m
14289691,LakePond,12953.180984532271,0.0003402164035635287,False,12941,1m
6673206,LakePond,22714.870378688705,0.3609994352782795,False,22702,1m
14667181,LakePond,26342.495317509474,0.8732440426719226,False,26320,1m
7076612,LakePond,64068.87681944422,0.34893676295534853,False,63111,1m
11465314,LakePond,39332.16769518464,0.41371588082423594,False,39297,1m
21535576,LakePond,126109.30268951082,0.4818177535975882,False,127377,1m
14276076,LakePond,12517.315685252881,0.715972209947681,False,12376,1m
14293099,LakePond,24208.2860102616,0.4661097600686404,False,24184,1m
14679546,LakePond,94648.98851865501,0.0,False,95185,1m
14174517,LakePond,28201.93423710527,1.1175444542566033,False,28168,1m
14289303,LakePond,13859.055712421743,0.0025816072571162247,False,13846,1m
14826321,LakePond,6828.236673080108,0.09868697158898421,False,6826,1m
12570780,LakePond,147468.22773792583,1.4717528985310488,False,147316,1m
11462078,LakePond,33253.34986702023,0.12352082961085617,False,33230,1m
14275274,LakePond,37724.80358604602,1.9837172187715664,False,37674,1m
14745398,LakePond,13410.923389198346,0.47409690554125633,False,13404,1m
14745606,LakePond,77819.92834035627,8.767749881844956e-07,False,77758,1m
14295375,LakePond,7824.816498894945,0.33545489789030547,False,7824,1m
14158244,LakePond,32331.99315051169,0.08762284347864362,False,32303,1m
14289915,LakePond,31418.6046649519,0.09871237049255878,False,31396,1m
14296063,LakePond,29899.561635362912,0.037201558710061894,False,29890,1m
14160776,LakePond,164438.05092788528,0.5928808609803766,False,164243,1m
14291929,LakePond,11836.911308080404,0.004059942085691152,False,11829,1m
14297847,LakePond,65212.73284633858,0.0,True,65166,1m
14155684,LakePond,105340.33415763953,0.6233191751611739,False,105166,1m
14174179,LakePond,182813.82959809652,0.11871638984290268,False,182562,1m
14745314,LakePond,14668.461778733166,1.649934780384668,False,14662,1m
14745968,LakePond,18848.106867192702,0.0,False,18836,1m
6675220,LakePond,6276.670485111588,0.38890128166052945,False,6280,1m
11459780,LakePond,42244.59037090132,0.000291159251419748,False,42217,1m
14683058,LakePond,45237.198538288176,0.29339495510037605,False,45205,1m
14143133,LakePond,34120.91352836821,0.3730979430785578,False,34115,1m
11461670,LakePond,34361.19435939475,0.10631501081139362,False,34346,1m
14684650,LakePond,54111.158897803856,0.4558873391896638,False,54101,1m
14826377,LakePond,5846.211465137687,0.0022892716681161434,False,5857,1m
14286417,LakePond,56301.68474823413,0.12672887294207588,False,56246,1m
14412903,LakePond,49947.97360420083,0.012475894047663761,False,49920,1m
14290165,LakePond,56071.99948947026,0.24679433009817045,False,56025,1m
14666251,LakePond,30439.08698163587,0.1391845269653778,False,30414,1m
14253283,LakePond,18156.512485177103,0.0013232546999424803,False,18146,1m
11458868,LakePond,13329.853809252432,0.016678930975653386,False,13320,1m
21541280,LakePond,67727.71518564873,0.044738463701407875,False,67655,1m
11458792,LakePond,70383.48847296202,0.10017431207158735,False,69953,1m
14297741,LakePond,12779.858886365542,0.0,True,12773,1m
14048241,LakePond,300956.88592844625,0.6331416985208991,False,300588,1m
14291557,LakePond,36325.01206986976,0.34922267325615836,False,36292,1m
14826577,LakePond,24204.104554419762,0.20900249536376972,False,24198,1m
14683584,LakePond,41276.202716908345,0.31208294493452166,False,41235,1m
14679586,LakePond,41162.89028081834,0.8977143278086952,False,41149,1m
14677966,LakePond,62276.4664015638,1.5698090308476265e-08,False,62209,1m
14684668,LakePond,107839.42170310448,1.2939016434930526,False,108169,1m
14680516,LakePond,24369.90879061954,0.0,True,24350,1m
14684490,LakePond,47638.20565966609,0.13661231552177885,False,47592,1m
11497258,LakePond,14258.381565004993,1.1033836886015729,False,14241,1m
14297731,LakePond,14164.77644685038,0.2673754848329361,False,14160,1m
14251501,LakePond,21078.33719039853,1.4945649836892052,False,21075,1m
12570106,LakePond,27924.625907339145,0.3654738966537373,False,27908,1m
14276676,LakePond,46230.69654205507,0.4123249228645664,False,46185,1m
14289267,LakePond,10479.571370598327,0.2512659022586693,False,10468,1m
14665841,LakePond,61087.80250959031,0.022801245522401814,False,61033,1m
14291603,LakePond,10853.515456257537,0.9949202004298424,False,10847,1m
11460308,LakePond,10803.93964451111,0.0498231280291522,False,10800,1m
14684976,LakePond,88087.05794646911,2.50035469806283,False,88015,1m
11457506,LakePond,56526.76788860689,0.0,False,56482,1m
14172103,LakePond,684769.4667301981,1.0466183951433568,False,691177,1m
14413107,LakePond,23256.408261199977,0.024188621918568996,False,23239,1m
14156150,LakePond,31568.115870089507,0.7348591147898492,False,31525,1m
14048457,LakePond,43255.27152080649,0.0,False,43201,1m
21540986,LakePond,122605.00406748758,0.32079475702411187,False,122471,1m
14292535,LakePond,11120.595141441127,0.003437735385626613,False,11238,1m
14275292,LakePond,22839.744685071615,0.2167137009249419,False,22819,1m
6675300,LakePond,1151142.9059056072,0.0,False,1148606,1m
14827219,LakePond,6145.1482444856465,0.4650978302940035,False,6116,1m
11494912,LakePond,29911.167436240037,0.4999470573840439,False,29882,1m
14296555,LakePond,13295.784293706876,1.3926945923861926e-05,False,13290,1m
14297109,LakePond,14677.569743004471,0.6362425209668621,False,14666,1m
14267146,LakePond,53409.54371054858,0.000565907888081232,False,53378,1m
12572430,LakePond,17894.745787153854,0.10909956647619963,False,17870,1m
11467642,LakePond,19008.4860275179,0.5290252592378144,False,18998,1m
14268478,LakePond,54663.10321987782,0.8871674428255255,False,54220,1m
11439519,LakePond,176452.52650656184,0.025371355622993638,False,176314,1m
14289733,LakePond,24593.55948464016,0.0010545464833732752,False,24567,1m
14048841,LakePond,27423.935790874264,1.3526720518437385,False,27390,1m
14520271,LakePond,84300.29301438187,0.843669867038642,False,84235,1m
14288459,LakePond,25870.710317172456,0.014711780013766494,False,25844,1m
14679220,LakePond,39542.22276937677,0.0,True,39246,1m
14295839,LakePond,8047.2818599179245,0.18248319863086912,False,8040,1m
21541348,LakePond,48952.099489733315,0.7967691493087511,False,48897,1m
11498298,LakePond,108471.59398809928,0.6059665880757058,False,108367,1m
11461072,LakePond,21775.485197490085,0.29799945311423454,False,21771,1m
11462224,LakePond,30589.74689190468,0.5465976890928126,False,30567,1m
14293045,LakePond,227192.32715837093,0.0,True,226966,1m
14296785,LakePond,13923.835917275517,0.3590834680858625,False,14069,1m
11462400,LakePond,26166.098166027925,0.21835287578886978,False,26145,1m
14253363,LakePond,8231.833333496266,0.0645709304911555,False,8229,1m
11452896,LakePond,175554.34920077684,2.4371544080603187e-05,False,175418,1m
11457896,LakePond,41492.3285609136,0.04275867222175318,False,41456,1m
167245680,LakePond,74535.07198714302,0.9150098638279875,False,74483,1m
14685090,LakePond,123781.30028333247,0.0,True,123675,1m
14279334,LakePond,20890.81962874464,0.2195835738705794,False,20868,1m
11458536,LakePond,8215.052333815871,6.965993164895237e-05,False,8209,1m
14291923,LakePond,59638.43649570252,0.01463901154535013,False,59585,1m
14252471,LakePond,7937.323864458818,0.8239677148339006,False,7932,1m
12571496,LakePond,64593.14812098335,1.1103722193596877,False,64531,1m
14276998,LakePond,91564.0381833899,1.206208587095575,False,91457,1m
14156282,LakePond,27098.482740115614,0.01571715818887901,False,27420,1m
14155380,LakePond,50483.160352496045,0.8650754542320588,False,50401,1m
11495836,LakePond,28735.04467311153,0.6079597531611398,False,28708,1m
14492864,LakePond,189242.6651659975,0.643791259334377,False,189086,1m
14826353,LakePond,15276.4533109855,0.4388065168281823,False,15272,1m
14677982,LakePond,20244.012347842538,1.3343470375222464,False,20228,1m
14286381,LakePond,43153.48869180835,0.0018616841112640188,False,43111,1m
11461396,LakePond,13443.66659954056,0.597015387675899,True,13431,1m
14828357,LakePond,38617.37741735574,0.05434946400003885,False,38599,1m
14678048,LakePond,29498.10709722288,1.9391083077432052,False,29471,1m
14299155,LakePond,11138.633677983375,0.0010506907170768954,False,11132,1m
14680722,LakePond,43154.21479690993,2.095238820077471e-07,False,43113,1m
14268544,LakePond,32238.887411538555,0.2556237502036526,False,32224,1m
11494864,LakePond,202894.70742977667,0.008780045501458328,False,202715,1m
14425228,LakePond,72181.02511896731,0.055286328726103166,False,72133,1m
11465378,LakePond,67217.04442120434,7.442425180708991e-07,False,67166,1m
11456152,LakePond,44544.72629671006,0.7128218749298021,False,44517,1m
168414027,LakePond,236504.60556563162,6.0077027566056315e-06,False,214741,1m
11494812,LakePond,18575.659322910502,0.45350902237980895,False,18429,1m
14273886,LakePond,22502.984211644423,0.5699912823530067,False,22467,1m
11455070,LakePond,42938.129790674844,0.9020897626999114,False,42894,1m
21535282,LakePond,34340.78784340905,0.364606949047942,False,34281,1m
14292527,LakePond,13926.597010661828,1.2629135279138275,False,14088,1m
14747726,LakePond,29582.70370647101,0.9255395498712344,False,29511,1m
14183354,LakePond,22459.65198332481,1.8085897450184996,False,22433,1m
14174901,LakePond,45957.025212611436,0.40596477566721134,False,45900,1m
14300415,LakePond,267855.4982212597,0.5063160261414957,False,267697,1m
14747692,LakePond,10539.585873357646,0.9230346968871411,True,10553,1m
14747872,LakePond,29086.96205011149,0.671395992464905,False,29064,1m
7076712,LakePond,11501.816697453432,0.026668905559304134,False,11509,1m
11497918,LakePond,122277.02912167135,0.0,True,122177,1m
11460374,LakePond,11565.829404339574,0.779973574174814,False,11558,1m
21535768,LakePond,24164.609896863476,1.0331129085711919,False,24139,1m
11440393,LakePond,12104.135970609665,0.15432586682531405,False,12101,1m
11465322,LakePond,20739.1810597188,1.020698920067822,False,20716,1m
11462146,LakePond,23271.552007315066,0.43201977634606287,False,23253,1m
12570372,LakePond,19847.869474691885,0.3517816428711036,False,19826,1m
21540948,LakePond,58360.59899736521,2.160034226190476,True,57750,1m
14745868,LakePond,28912.634026126714,0.6909028393846286,False,28885,1m
14276810,LakePond,40597.12149299667,1.3132423415927024,False,40560,1m
14824807,LakePond,37515.05030472865,0.5312218161525434,False,37491,1m
14273880,Playa,204093.1595479936,0.6128249202649657,False,203800,1m
120050297,Reservoir,932172.3821719169,0.9837213872013091,False,931314,1m
21529480,Reservoir,16118.350718840376,0.04949587664523427,False,16119,1m
120050323,Reservoir,31372.630238416215,0.3600391198403644,False,31337,1m
120050354,Reservoir,216321.35783853685,1.7737587737288174,False,216983,1m
14412171,Reservoir,22389.277544547425,0.05025095349615841,False,22354,1m
120050348,Reservoir,140361.12459927087,1.0746758149056106,False,140323,1m
14425906,Reservoir,19895.747275311947,0.011462876466026744,False,19812,1m
14824981,Reservoir,43342.714265642564,0.38876908304792546,False,43359,1m
120050292,Reservoir,668922.6357399259,0.6326710246536696,False,669231,1m
14439782,Reservoir,11524.455278673662,0.004258455298488856,False,11531,1m
120050317,Reservoir,20755.4832841271,0.714431635642778,False,20777,1m
14300017,Reservoir,35060.63253213816,1.0461596957666297,False,35043,1m
120050353,Reservoir,404017.6593659314,0.8136245613731187,False,404102,1m
120050286,Reservoir,232352.7135320618,0.7339209807032367,False,231956,1m
14412165,Reservoir,27817.50844513582,0.003217510643888104,False,27787,1m
14439714,Reservoir,503260.27111051575,0.0,True,503398,1m
14746168,Reservoir,38257.230824750106,1.1058203707458079,False,38227,1m
14828503,Reservoir,46464.843525678545,0.781606114343795,False,46487,1m
14439770,Reservoir,23076.197390800953,0.8237190543831169,False,23100,1m
120050367,Reservoir,15418.77282685523,0.5628208958779357,False,15414,1m
120050249,Reservoir,1187803.5005498324,1.3699664909708276,False,1188038,1m
120050316,Reservoir,31020.15266913451,0.9712441946879128,False,31033,1m
14439778,Reservoir,15871.359547983966,0.0492899227040234,False,15879,1m
14425984,Reservoir,12061.098013430274,0.6468768287994415,False,11908,1m
120050335,Reservoir,561195.5846719634,1.2041384361716152,False,561302,1m
14432223,Reservoir,22602.192372349717,1.0306694113932464,False,22566,1m
120050285,Reservoir,60673.06260302272,1.7952318851194111,False,60589,1m
14745082,Reservoir,28802.369933601567,2.201468130973819,False,28876,1m
14439712,Reservoir,505017.50653088785,0.3720092725109665,True,505176,1m
14827981,Reservoir,145972.74991205498,1.5542680243429658,False,145997,1m
21532200,Reservoir,58991.460097057774,4.187716238248497,False,59035,1m
120050296,Reservoir,216363.20565419534,1.5314958262096285,False,214074,1m
120050339,Reservoir,65055.13123249193,0.18627423554655684,False,65071,1m
14300071,Reservoir,76506.2108175371,0.5160505454830862,False,76446,1m
120050337,Reservoir,45429.03602350622,0.6029432284334859,False,45464,1m
14825007,Reservoir,39052.02089463308,0.7808143944242487,False,39062,1m
14828467,Reservoir,36810.65904824945,0.6761246046829991,False,36798,1m
14824859,Reservoir,49195.8639019661,1.400925263265515,False,48905,1m
14412317,Reservoir,41347.08688464205,0.4595704307422206,False,41295,1m
6690541,Reservoir,67212.8277062833,1.3168056557669705,False,67219,1m
21529488,Reservoir,21224.830127191453,0.9331979345815861,False,21223,1m
120050340,Reservoir,193748.28075279275,1.6361661906213039,False,193609,1m
21529500,Reservoir,182444.79651291145,1.9463793864216885,False,182438,1m
14745084,Reservoir,14114.73421661139,2.2415767000300226,False,14156,1m
14439768,Reservoir,22603.34972133212,0.8131926207983193,False,22610,1m
14293183,Reservoir,15037.993974296405,0.8965747432760802,False,15021,1m
14746998,Reservoir,17934.15795810128,0.0,True,17919,1m
14439078,Reservoir,90355.94218707416,0.9338148943763279,False,90368,1m
14438654,Reservoir,7235.26073667748,1.4683130136245675,False,7225,1m
120050299,Reservoir,23319.738016822746,0.03306125284551264,False,23296,1m
14827209,Reservoir,87401.95272074755,0.7194253514564941,False,87333,1m
120050358,Reservoir,57079.20324139587,0.8807151670962425,False,57033,1m
120050359,Reservoir,188465.47991238194,1.379279376715201,False,188389,1m
14439696,Reservoir,358010.6849989308,0.009882391819624295,False,358167,1m
120050284,Reservoir,64941.82085124911,0.3778370759444873,False,64850,1m
120050361,Reservoir,55656.16981870101,0.46635192234166967,False,55580,1m
14825351,Reservoir,16898.588515032403,1.5782311619249214,False,16889,1m
120050336,Reservoir,318733.29987367947,1.3551543798908283,False,318581,1m
120050355,Reservoir,90644.23421971855,1.2568156862286715,False,90899,1m
120050352,Reservoir,108850.82516561888,0.6838913967485728,False,108783,1m
14438772,Reservoir,165593.8396064477,0.8742707080384181,False,165443,1m
14746976,Reservoir,50732.24099648912,0.8589372910461744,False,50699,1m
120050362,Reservoir,108609.32259018079,0.33283142761733686,False,108555,1m
14825657,Reservoir,165500.3182256959,1.1931076277641426,False,165422,1m
120050301,Reservoir,41186.40552757536,0.0,True,41154,1m
120050366,Reservoir,14688.914324359463,0.7682758880112631,False,14694,1m
14824977,Reservoir,76407.24545437268,0.561972814957539,False,76423,1m
14439080,Reservoir,24496.277496814462,1.3032461052352173,False,24488,1m
14825685,Reservoir,513315.3261270309,1.091767669776854,False,512938,1m
14293181,Reservoir,16315.070294134599,1.0681851300773102,False,16298,1m
14438824,Reservoir,13690.337893158341,1.3540921722015198,False,13686,1m
14300061,Reservoir,84597.41852297663,0.6729129498598762,False,84568,1m
14425888,Reservoir,33933.642091904694,0.23800658550218054,True,33937,1m
14824733,Reservoir,25508.18703030281,0.6340026843498726,True,25495,1m
14425884,Reservoir,85695.9972300911,1.0654737738638087,False,85747,1m
14827049,Reservoir,36930.14662187961,0.4756170045349939,False,36935,1m
120050325,Reservoir,29194.225972490105,1.3780361450420857,False,29226,1m
14425938,Reservoir,51808.31995963981,0.00505970164312406,False,51832,1m
14425908,Reservoir,23510.191768645447,0.03407030722891166,False,23529,1m
120050303,Reservoir,619079.4986743543,1.0299164219771557,False,619152,1m
14438670,Reservoir,33010.165512715095,1.1053073129199522,False,32593,1m
120050307,Reservoir,600544.4248365376,1.9979784961238223,False,594916,1m
14825011,Reservoir,50925.38503377663,0.7611403814441086,False,50938,1m
14425886,Reservoir,31344.319824293947,0.16748711955524898,False,31349,1m
120050314,Reservoir,20838.192320921866,0.5151434389686137,False,20853,1m
14438662,Reservoir,11733.669882448308,0.8479067381563805,False,11731,1m
21529538,Reservoir,51668.46539852016,1.1632063591933106,False,52201,1m
14439724,Reservoir,496971.37341198727,0.0,False,497055,1m
14439722,Reservoir,709983.754011975,0.7824430329305778,False,710191,1m
14439028,Reservoir,6440.287836797407,0.7704053150416343,False,6455,1m
120050287,Reservoir,29182.30297001439,0.938521906851642,False,29139,1m
14439790,Reservoir,39540.8684578961,0.8540575419418507,False,39519,1m
14144185,Reservoir,113684.92231484827,0.0007496954748584826,False,113789,1m
120050294,Reservoir,598732.297242,0.8128605314255392,False,591748,1m
21529502,Reservoir,350328.90022963716,1.1390755462940496,False,350315,1m
120050324,Reservoir,179360.4601156391,0.9370455598089328,False,179204,1m
14432187,Reservoir,38404.09601144133,0.7875488764721976,False,38378,1m
14824983,Reservoir,12822.82074784243,0.02289960270623831,False,12828,1m
120050346,Reservoir,17699.41011984297,0.7229660316877541,False,17704,1m
14439030,Reservoir,9469.02542176277,0.6127158255722621,False,9469,1m
14425934,Reservoir,7807.072184589679,1.2307378450012791,False,7817,1m
14412169,Reservoir,28957.419530164705,0.011565429721270058,False,28918,1m
120050306,Reservoir,22180.000576520222,0.36742424575886823,False,22186,1m
120050364,Reservoir,32851.75021206257,0.17707424206805447,False,32834,1m
14439706,Reservoir,922806.2801199136,0.18812807920795296,False,923127,1m
14425932,Reservoir,15665.228142583463,0.33697509376395,True,15681,1m
14438664,Reservoir,7772.816425105647,0.6832637470241926,False,7771,1m
21529506,Reservoir,195375.2584489631,3.1771362780174948,False,195369,1m
14300039,Reservoir,170711.4976918905,1.1233525962621098,False,170524,1m
14825701,Reservoir,246049.54132935396,1.3969015160143505,False,245842,1m
14300065,Reservoir,139740.5883456077,0.6455865841254378,False,139607,1m
21529496,Reservoir,22992.76621818773,0.3335632876380915,False,22992,1m
14439780,Reservoir,13083.63434289322,0.026201461003629193,False,13084,1m
14438782,Reservoir,63737.1675404626,0.004148849938249083,False,63682,1m
14425936,Reservoir,39637.34826511956,0.03046539551347616,False,39658,1m
21527796,Reservoir,6588.844474334245,1.3531852604008503,False,6586,1m
120050357,Reservoir,64531.59387639691,0.3890479416066171,False,64530,1m
14439802,Reservoir,3394.899927576643,0.12739718268899355,False,3400,1m
14438656,Reservoir,5404.877269931896,0.4723632993110783,False,5407,1m
120050322,Reservoir,61411.34865686733,0.9944549516819722,False,61416,1m
120050333,Reservoir,513055.28075859166,1.8813524186837791,False,513151,1m
120050342,Reservoir,68843.70244676367,1.1512159729952438,False,69173,1m
120050291,Reservoir,475049.9774019707,1.312864489756418,False,475322,1m
14824979,Reservoir,67927.23390731367,0.6284968693882658,False,67938,1m
14412313,Reservoir,37827.80911073652,0.45939713738121707,False,37779,1m
120050334,Reservoir,450170.5055421499,1.080777968049203,False,450380,1m
14439760,Reservoir,50147.11098797767,0.0,False,50165,1m
14439800,Reservoir,7914.9110039656125,0.1832864180436617,False,7926,1m
14432185,Reservoir,35494.43723615152,0.5154411272478719,False,35478,1m
120050304,Reservoir,37550.581864522406,1.4102929848670376,False,37567,1m
